pl_name,hostname,default_flag,pl_orbsmax,pl_rade,pl_radj,pl_masse,st_refname,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_gaiamag
CoRoTID 223977153 b,CoRoTID 223977153,1,0.071,6.389,0.57,47.6745,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,G0 VI,5970,0.79,1.08,576.683,13.5867
DE CVn b,DE CVn,1,5.75,,,,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>,,,,0.51,30.5225,11.9752
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,0.36,,,9057.77,<a refstr=SAHLMANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.133S/abstract target=ref> Sahlmann et al. 2013 </a>,L1.5,,,0.07,,18.5577
DH Tau b,DH Tau,1,330,,,3496,<a refstr=PATIENCE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...540A..85P/abstract target=ref> Patience et al. 2012 </a>,M0.5,,0.27,0.33,134.846,12.4961
DMPP-1 b,DMPP-1,1,0.1462,,,,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,F8 V,6196,1.26,1.21,62.5388,7.85032
DMPP-1 c,DMPP-1,1,0.0733,,,,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,F8 V,6196,1.26,1.21,62.5388,7.85032
DMPP-1 d,DMPP-1,1,0.0422,,,,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,F8 V,6196,1.26,1.21,62.5388,7.85032
DMPP-1 e,DMPP-1,1,0.0651,,,,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,F8 V,6196,1.26,1.21,62.5388,7.85032
DMPP-2 b,DMPP-2,1,0.0664,,,,<a refstr=HASWELL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..408H/abstract target=ref>Haswell et al. 2020</a>,F5 V,6500,1.78,1.44,137.94,8.45824
DMPP-3 A b,DMPP-3 A,1,0.0662,,,,<a refstr=BARNES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..419B/abstract target=ref>Barnes et al. 2020</a>,K0 V,5138,0.91,0.87,45.23,
DP Leo b,DP Leo,1,8.19,,,,<a refstr=BEUERMANN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...526A..53B/abstract target=ref> Beuermann et al. 2011 </a>,,,,0.69,305.684,18.6333
DS Tuc A b,DS Tuc A,1,,5.7,0.509,,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,G6 V,5428,0.96,1.01,44.0622,8.31926
EPIC 201170410.02,EPIC 201170410,1,0.0349,1.047,0.093,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,3648,0.28,0.29,,16.4386
EPIC 201238110 b,EPIC 201238110,1,,1.87,0.167,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.41,159.259,15.2612
EPIC 201497682 b,EPIC 201497682,1,,0.692,0.062,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.78,253.026,13.7368
EPIC 201615463 c,K2-166,1,,1.22,0.109,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,1.07,476.882,11.9456
EPIC 201754305 d,K2-16,1,,1.03,0.092,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.67,334.967,14.3234
EPIC 201757695.02,EPIC 201757695,1,0.0296,0.908,0.081,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,4520,0.66,0.73,,
EPIC 201833600 c,K2-50,1,,1,0.089,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.61,257.443,14.2575
EPIC 201841433 b,EPIC 201841433,1,0.035,1.04,0.093,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053,0.63,0.8,436.488,14.5885
EPIC 205950854 c,K2-168,1,,1.31,0.117,,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,5502.7,0.83,0.88,243.935,12.0976
EPIC 206024342 b,EPIC 206024342,1,,1.7,0.152,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.93,369.888,12.9682
EPIC 206032309 b,EPIC 206032309,1,,1.01,0.09,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.22,161.365,16.0689
EPIC 206042996 b,EPIC 206042996,1,,1.62,0.145,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.56,451.769,15.9752
EPIC 206215704 b,EPIC 206215704,1,,0.9,0.08,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.41,109.888,16.1722
EPIC 206317286 b,EPIC 206317286,1,,0.96,0.086,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.71,314.35,13.774
EPIC 211822797 b,EPIC 211822797,1,0.131,1.98,0.177,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4148.21,0.57,0.66,186.197,14.5263
EPIC 211945201 b,EPIC 211945201,1,0.1493,5.76,0.514,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,6069,1.39,1.17,181.69,10.0512
EPIC 212297394 b,EPIC 212297394,1,,1.323,0.118,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.83,418.395,14.1864
EPIC 212424622 b,EPIC 212424622,1,,2.17,0.194,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,1.11,611.804,13.2026
EPIC 212499991 b,EPIC 212499991,1,,1.6,0.143,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.91,283.29,13.3118
EPIC 212587672 b,EPIC 212587672,1,,1.12,0.1,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.95,320.07,12.2038
EPIC 212737443 b,EPIC 212737443,1,0.098,2.586,0.231,,<a refstr=HERATH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..536H/abstract target=ref>Herath et al. 2019</a>,K3,4684,0.67,0.69,336.25,14.4776
EPIC 212737443 c,EPIC 212737443,1,0.28,2.69,0.24,,<a refstr=HERATH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..536H/abstract target=ref>Herath et al. 2019</a>,K3,4684,0.67,0.69,336.25,14.4776
EPIC 220554210 c,K2-282,1,,1.48,0.132,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.94,496.289,13.8183
EPIC 220674823 b,EPIC 220674823,1,0.0134,1.82,0.162,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5617,0.98,0.97,244.59,11.9535
EPIC 220674823 c,EPIC 220674823,1,0.1091,2.73,0.244,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5617,0.98,0.97,244.59,11.9535
EPIC 246851721 b,EPIC 246851721,1,0.07229,11.781,1.051,953.49,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,F5 V,6202,1.59,1.32,372.632,11.2549
EPIC 248847494 b,EPIC 248847494,1,4.5,12.442,1.11,4131.79,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,,4898,2.7,0.9,551.886,12.1722
EPIC 249893012 b,EPIC 249893012,1,0.047,1.95,0.174,8.75,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,G8 IV/V,5430,1.71,1.05,321.296,11.4019
EPIC 249893012 c,EPIC 249893012,1,0.13,3.67,0.327,14.67,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,G8 IV/V,5430,1.71,1.05,321.296,11.4019
EPIC 249893012 d,EPIC 249893012,1,0.22,3.94,0.352,10.18,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,G8 IV/V,5430,1.71,1.05,321.296,11.4019
FU Tau b,FU Tau,1,800,,,5085.28,<a refstr=LUHMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref> Luhman et al. 2009 </a>,M7.25,2838,,0.05,,15.2412
G 9-40 b,G 9-40,1,0.0385,2.025,0.181,,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,M2.5 V,3348,0.31,0.29,27.9276,12.7331
GJ 1061 b,GJ 1061,1,0.021,,,,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953,0.16,0.12,3.67278,10.9889
GJ 1061 c,GJ 1061,1,0.035,,,,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953,0.16,0.12,3.67278,10.9889
GJ 1061 d,GJ 1061,1,0.054,,,,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953,0.16,0.12,3.67278,10.9889
GJ 1132 b,GJ 1132,1,0.0153,1.13,0.101,1.66,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,,3270,0.21,0.18,12.613,12.138
GJ 1132 c,GJ 1132,1,0.0476,,,,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,,3270,0.21,0.18,12.613,12.138
GJ 1148 b,GJ 1148,1,0.166,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3287,0.36,0.34,11.0143,10.5769
GJ 1148 c,GJ 1148,1,0.912,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3287,0.36,0.34,11.0143,10.5769
GJ 1151 b,GJ 1151,1,0.01735,,,,<a refstr=MAHADEVAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210202233M/abstract target=ref>Mahadevan et al. 2021</a>,M4.5,,,,8.03625,11.6938
GJ 1214 b,GJ 1214,1,0.01411,2.847,0.254,6.26125,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslash;e et al. 2013</a>,,3026,0.22,0.15,14.6427,13.0089
GJ 1252 b,GJ 1252,1,0.00916,1.193,0.106,2.09,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458,0.39,0.38,20.373,11.2364
GJ 1265 b,GJ 1265,1,0.026,,,,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.5 V,3236,0.19,0.18,10.2525,12.0807
GJ 143 b,GJ 143,1,0.1915,2.61,0.233,22.7,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640,0.69,0.73,16.32,7.67906
GJ 15 A b,GJ 15 A,1,0.072,,,,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,M1,3607,0.38,0.38,3.56228,7.2162
GJ 15 A c,GJ 15 A,1,5.4,,,,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,M1,3607,0.38,0.38,3.56228,7.2162
GJ 160.2 b,GJ 160.2,1,0.053,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0 V,4347,,0.69,25.8557,9.20154
GJ 163 b,GJ 163,1,0.0607,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,15.1285,10.6771
GJ 163 c,GJ 163,1,0.1254,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,15.1285,10.6771
GJ 163 d,GJ 163,1,1.0304,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,15.1285,10.6771
GJ 179 b,GJ 179,1,2.41,,,,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,M3.5 V,3370,0.38,0.36,12.356,10.7055
GJ 180 b,GJ 180,1,0.092,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.43,11.9407,9.93395
GJ 180 c,GJ 180,1,0.129,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M2 V,3371,,0.43,11.9407,9.93395
GJ 180 d,GJ 180,1,0.309,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.43,11.9407,9.93395
GJ 2056 b,GJ 2056,1,0.283,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,,,,0.62,28.4434,9.72281
GJ 229 A c,GJ 229,1,0.339,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.58,5.75624,7.30724
GJ 229 b,GJ 229,1,0.898,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.58,5.75624,7.30724
GJ 251 b,GJ 251,1,0.0818,,,,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,M3.0 V,3451,0.36,0.36,5.58057,8.85518
GJ 27.1 b,GJ 27.1,1,0.101,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0.5 V,3542,,0.53,23.6062,10.579
GJ 273 b,GJ 273,1,0.091101,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,0.29,0.29,5.921535,
GJ 273 c,GJ 273,1,0.036467,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,0.29,0.29,5.921535,
GJ 3021 b,GJ 3021,1,0.49,,,,<a refstr=NAEF_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...375..205N/abstract target=ref> Naef et al. 2001 </a>,G6 V,5540,0.9,0.9,17.5559,6.39729
GJ 3082 b,GJ 3082,1,0.079,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.47,16.6186,10.2011
GJ 3138 b,GJ 3138,1,0.0197,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,0.5,0.68,28.4712,10.1924
GJ 3138 c,GJ 3138,1,0.057,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,0.5,0.68,28.4712,10.1924
GJ 3138 d,GJ 3138,1,0.698,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,0.5,0.68,28.4712,10.1924
GJ 317 b,GJ 317,1,1.151,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,,,,0.42,15.1968,10.7539
GJ 317 c,GJ 317,1,5.23,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,,,,0.42,15.1968,10.7539
GJ 328 b,GJ 328,1,4.5,,,,<a refstr=ROBERTSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774..147R/abstract target=ref> Robertson et al. 2013 </a>,M1,3900,,0.69,20.5266,9.2861
GJ 3293 b,GJ 3293,1,0.14339,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466,0.4,0.42,20.1903,10.9788
GJ 3293 c,GJ 3293,1,0.36175,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466,0.4,0.42,20.1903,10.9788
GJ 3293 d,GJ 3293,1,0.19394,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466,0.4,0.42,20.1903,10.9788
GJ 3293 e,GJ 3293,1,0.08208,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466,0.4,0.42,20.1903,10.9788
GJ 3323 b,GJ 3323,1,0.03282,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4,3159,0.12,0.16,5.37484,10.6467
GJ 3323 c,GJ 3323,1,0.1264,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4,3159,0.12,0.16,5.37484,10.6467
GJ 3341 b,GJ 3341,1,0.089,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,M2.5,3526,0.44,0.47,23.619,11.1029
GJ 338 B b,GJ 338 B,1,0.141,,,,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...637A..93G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2020</a>,M0.0 V,4005,0.58,0.64,6.33256,7.04775
GJ 3470 b,GJ 3470,1,0.0355,4.57,0.408,13.9,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,,3600,0.55,0.54,29.4214,11.3537
GJ 3473 b,GJ 3473,1,0.01589,1.264,0.113,1.86,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200910432K/abstract target=ref>Kemmer et al. 2020</a>,,3347,0.36,0.36,27.3644,12.465
GJ 3473 c,GJ 3473,1,0.0876,,,,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200910432K/abstract target=ref>Kemmer et al. 2020</a>,,3347,0.36,0.36,27.3644,12.465
GJ 3512 b,GJ 3512,1,0.338,,,,<a refstr=MORALES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019Sci...365.1441M/abstract target=ref>Morales et al. 2019</a>,M5.5 V,3081,0.14,0.12,9.48637,13.1117
GJ 357 b,GJ 357,1,0.035,1.217,0.109,1.84,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505,0.34,0.34,9.44181,9.88036
GJ 357 c,GJ 357,1,0.061,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505,0.34,0.34,9.44181,9.88036
GJ 357 d,GJ 357,1,0.204,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505,0.34,0.34,9.44181,9.88036
GJ 3634 b,GJ 3634,1,0.0287,,,8.4,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,M2.5,,0.43,0.45,20.3779,10.9233
GJ 3779 b,GJ 3779,1,0.026,,,,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.0 V,3324,0.28,0.27,13.743,11.6266
GJ 3942 b,GJ 3942,1,0.0608,,,,<a refstr=PERGER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..63P/abstract target=ref>Perger et al. 2017</a>,M0,3867,0.61,0.63,16.9287,9.40765
GJ 3998 b,GJ 3998,1,0.029,,,,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,M1,3722,0.49,0.5,18.1459,9.98337
GJ 3998 c,GJ 3998,1,0.089,,,,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,M1,3722,0.49,0.5,18.1459,9.98337
GJ 411 b,GJ 411,1,0.0789,,,,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,M1.5 V,3601,0.39,0.39,5.675773,
GJ 414 A b,GJ 414 A,1,0.2324,2.63,0.235,,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120,0.68,0.65,11.8893,7.72808
GJ 414 A c,GJ 414 A,1,1.4,8.4,0.749,,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120,0.68,0.65,11.8893,7.72808
GJ 422 b,GJ 422,1,0.111,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.35,12.6631,10.4771
GJ 4276 b,GJ 4276,1,0.082,,,,<a refstr=NAGEL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A.153N/abstract target=ref>Nagel et al. 2019</a>,M4.0,3387,0.41,0.41,21.3362,11.6605
GJ 433 b,GJ 433,1,0.062,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.48,9.06456,8.89138
